Ticker,Company,n_positions,avg_trade,total_pnl,worst_trade,best_trade,win_rate,avg_si
88E,88 Energy Ltd,11,-0.06666666352086613,-0.01198442412433111,-1.0,0.3999999761581421,0.2727272727272727,0.02909090909090909
ASL,Ausdrill Limited,12,-0.061026046701830206,-0.012454155407243424,-0.3724489820743291,0.30111525827467556,0.4166666666666667,0.6966666666666667
LYC,Lynas Corporation,16,-0.048964962946401715,-0.013242777611731323,-0.33364408481924634,0.1313061877776126,0.4375,7.051875
ILU,Iluka Resources,30,-0.025834112101676014,-0.013592364992281353,-0.40624996871160923,0.1511627570836258,0.5,4.572666666666667
BET,Betmakers Tech Group,14,-0.05978359743105741,-0.014242243607114163,-0.38461549042245013,0.3037037552138885,0.35714285714285715,1.9935714285714285
NXL,Nuix Limited,8,-0.10946941062393366,-0.014359205503382943,-0.7764705271869399,0.1249999759658692,0.5,0.81125
EMR,Emerald Oil & Gas Nl,6,-0.14189099368542613,-0.014531324125740507,-0.2671957666951823,-0.0027100244737636725,0.0,1.9633333333333332
BRN,Brainchip Ltd,31,-0.028542995065759125,-0.014699052921028615,-1.7741935731965222,0.4,0.5483870967741935,4.072258064516129
RSG,Resolute Mining,5,-0.2046382060553556,-0.017489403872259772,-0.4806201729477335,-0.038910562509224755,0.0,0.40599999999999997
TTT,Titomic Limited,21,-0.05036057895789291,-0.017803207244605518,-0.6896551768433894,0.31578949019519265,0.5238095238095238,0.08333333333333333
CAT,Catapult Grp Int Ltd,13,-0.09938403497219522,-0.021493183409115168,-0.3589743746494789,0.048513294093390336,0.23076923076923078,0.7730769230769231
SPL,Starpharma Holdings,19,-0.06795995638789568,-0.022517490166405453,-0.7599999904632568,0.5692307515962582,0.42105263157894735,0.43473684210526314
EOS,Electro Optic Sys.,19,-0.0798621629860484,-0.025653521971463315,-1.0329669477455665,0.32455094505123006,0.5263157894736842,1.0321052631578946
LTR,Liontown Resources,19,-0.08746984019865792,-0.028388077550797898,-0.30555550036607193,0.30384615031925166,0.3157894736842105,7.366315789473685
APX,Appen Limited,25,-0.07985911337507068,-0.032522649107552905,-2.1818181448731537,0.4920634995722657,0.56,3.9295999999999998
EGR,Ecograf Limited,13,-0.16470859191238565,-0.03559594996892697,-1.6956521457444973,0.25,0.46153846153846156,0.2938461538461538
ASM,Ausstratmaterials,28,-0.08412092665274376,-0.03984580445160435,-1.3909774166523183,0.34158413095364837,0.5714285714285714,1.7117857142857142
4DX,4Dmedical Limited,20,-0.18410600670171837,-0.0634912939915609,-2.1754385359509603,0.2941176702613234,0.6,0.05
SRL,Straits Resources,30,-0.1543360526413614,-0.07841548947207636,-1.7392551270753946,0.34653462132873747,0.43333333333333335,1.3406666666666667
