feature,mean_abs_shap
totalLiabilitiesAndTotalEquity_rk,0.00015744987678060674
bottomLineNetIncome_rk,0.00015305403011582418
bottomLineProfitMargin_rk,0.00015010242603711977
totalLiabilities_rk,0.00013382645038393024
pretaxProfitMargin_rk,0.00013179769185610652
dividendYield_rk,0.00012260730975981155
numberOfShares_rk,0.00010131329077699505
netIncomePerEBT_rk,0.0
effectiveTaxRate_rk,0.0
bookValuePerShare_rk,0.0
debt_equity_rk,0.0
gross_margin_rk,0.0
operating_margin_rk,0.0
priceToFairValue_rk,0.0
current_ratio_rk,0.0
interest_coverage_rk,0.0
ev_ebitda_rk,0.0
revenue_growth_yoy_rk,0.0
evToEBITDA_rk,0.0
enterpriseValueMultiple_rk,0.0
taxBurden_rk,0.0
dividendYieldPercentage_rk,0.0
roa_rk,0.0
earnings_yield_rk,0.0
pb_rk,0.0
ps_rk,0.0
fcf_yield_rk,0.0
roic_rk,0.0
roe_rk,0.0
net_margin_rk,0.0
currentRatio_rk,0.0
priceToEarningsGrowthRatio_rk,0.0
forwardPriceToEarningsGrowthRatio_rk,0.0
dividendPaidAndCapexCoverageRatio_rk,0.0
priceToBookRatio_rk,0.0
totalStockholdersEquity_rk,0.0
netIncome_rk,0.0
addTotalDebt_rk,0.0
