model,strategy,period,CAGR,vol,Sharpe,Sortino,MaxDD,Calmar,hit_rate,avg_turnover,n_rebalances
gbm_rank,long_short_quintile,ALL,-0.0423537476181276,0.1713045028083052,-0.16419749921421775,-0.2080271864102173,-0.6033084402681808,-0.07020247818727789,0.512987012987013,0.5985766131813789,154
gbm_rank,long_short_quintile,IS,-0.030560153053272088,0.14700573417356577,-0.13509406332581328,-0.16829723807405353,-0.5900735237625989,-0.05179041563906397,0.5378151260504201,0.6239274039035075,119
gbm_rank,long_short_quintile,OOS,-0.08138918787449234,0.238671370030129,-0.2356359104581919,-0.3091301586263776,-0.5003857794364752,-0.16265287947661355,0.42857142857142855,0.5123839247261414,35
logit,quintile_short,ALL,-0.09977140790741645,0.2097666735586761,-0.3925620456228888,-0.5084078951478642,-0.7935923296953133,-0.12572123516582126,0.44155844155844154,0.2675598343240325,154
logit,quintile_short,IS,-0.10730502757968985,0.21202894662052907,-0.425144348069411,-0.5451585112708393,-0.7542373669783841,-0.14226957225624323,0.42857142857142855,0.2672680124615066,119
logit,quintile_short,OOS,-0.07367832022781773,0.2047108551867266,-0.2727672818353514,-0.3725073655630875,-0.4204873317812996,-0.1752212603307124,0.4857142857142857,0.2685520286566207,35
logit,long_short_quintile,ALL,0.0018967543886254656,0.1440002735984216,0.08567106510700045,0.11766991215100195,-0.41057144655142686,0.004619791280073551,0.5324675324675324,0.5086281271090858,154
logit,long_short_quintile,IS,-0.0004385853872456158,0.1341588045640079,0.06444549510972072,0.08622947779426311,-0.41057144655142686,-0.0010682315853415784,0.5462184873949579,0.5134878022915252,119
logit,long_short_quintile,OOS,0.009877798383619352,0.17558245044803547,0.14172900502417174,0.2089644618154045,-0.37374693501922307,0.02642910873131656,0.4857142857142857,0.4921052314887916,35
naive,quintile_short,ALL,-0.06970321572247373,0.16719284766625872,-0.3463446356710168,-0.4492992368841286,-0.7491091733535735,-0.09304814064741719,0.44502617801047123,0.12114896125579364,191
naive,quintile_short,IS,-0.06832147760139962,0.16657891195447125,-0.33948388689648124,-0.44455765139005643,-0.6907569203665425,-0.09890813336353632,0.42948717948717946,0.12133509947063213,156
naive,quintile_short,OOS,-0.07583694079519099,0.17235412214953405,-0.3710265530076054,-0.46987945165388745,-0.3581957386022079,-0.21171927139929278,0.5142857142857142,0.1203193166410851,35
naive,long_short_quintile,ALL,0.044179130825321655,0.10672383103793945,0.4588612059693219,0.6998158868317996,-0.20491326343393212,0.2155991763781842,0.5654450261780105,0.36388588548621914,191
naive,long_short_quintile,IS,0.03515116904502169,0.10381219575352173,0.384597723190938,0.5922091128721062,-0.20491326343393212,0.1715416974770649,0.5448717948717948,0.37724579453133816,156
naive,long_short_quintile,OOS,0.08538528512215948,0.11978659864718996,0.7453961920383348,1.1105715938346121,-0.12080714061904219,0.7067900513548009,0.6571428571428571,0.3043388623136882,35
